% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=506712, Thu Jun 13 22:41:58 2024, <python>{}</python>
1 4 0.09946001300384877 1.000049943577012 -7.405633802816936 -7.4056338028169364e+00 -4.560147601476048 -4.085714285714317   
2 8 0.09894520580874083 1.000049943577012 -7.405633802816936 -6.6918918918919266e+00 -3.9843971631206023 -3.405442176870781   
3 12 0.09844914403421533 1.000049943577012 -9.800000000000036 -9.8000000000000362e+00 -3.640830449827023 -2.744983818770254   
4 16 0.09796600559785783 1.000049943577012 -9.800000000000036 -4.7253731343283949e+00 -4.398540145985438 -1.7047619047619178   
5 20 0.09749825333437763 1.000049943577012 -9.800000000000036 -4.0857142857143227e+00 -2.9147540983606857 3.949999999999997   
6 24 0.09704755634695643 1.000049943577012 -9.800000000000036 -5.0091254752852077e+00 -3.9843971631206023 -2.261059190031175   
7 28 0.09660891313795782 1.000049943577012 -9.800000000000036 -4.8375939849624423e+00 -2.378616352201283 0.3639344262294899   
8 32 0.09618140670580243 1.000049943577012 -9.800000000000036 -6.2609053497942746e+00 -3.133333333333353 -2.3000000000000287   
9 36 0.09576390868054982 1.000049943577012 -9.800000000000036 -8.2501845018450553e+00 -2.222360248447229 -1.0359550561797954   
10 40 0.09535501548514064 1.000049943577012 -9.800000000000036 -4.3454545454545812e+00 -3.3135135135135454 -0.1448275862069131   
11 44 0.09495395216060713 1.000049943577012 -9.800000000000036 -7.7211469534050554e+00 -3.83508771929828 -2.261059190031177   
12 48 0.09456218737690904 1.000049943577012 -9.800000000000036 -3.9342756183745933e+00 -3.451877133105836 -3.359322033898334   
13 52 0.09418033209375859 1.000049943577012 -9.800000000000036 -4.6698884758364674e+00 -3.1333333333333644 -0.14482758620691577   
14 56 0.0938060011451102 1.000049943577012 -9.800000000000036 -7.1010380622837737e+00 -3.313513513513542 -1.2942528735632415   
15 60 0.09343969964786511 1.000049943577012 -9.800000000000036 -6.5785234899329206e+00 -4.815015015015037 -3.9342756183745933   
16 64 0.09307824321234001 1.000049943577012 -9.800000000000036 -4.8375939849624423e+00 -4.292753623188418 -2.957894736842134   
17 68 0.09272115907746457 1.000049943577012 -9.800000000000036 -7.9818181818182179e+00 -5.473981191222599 -3.1333333333333644   
18 72 0.09237005113595285 1.000049943577012 -9.800000000000036 -3.7860139860140207e+00 -3.4986301369863257 0.8832298136645796   
19 76 0.09202567364265682 1.000049943577012 -9.800000000000036 -9.1798449612403452e+00 -4.398540145985438 -3.133333333333366   
20 80 0.09168740709673495 1.000049943577012 -9.800000000000036 -4.3985401459854376e+00 -3.4054421768707694 -3.2680134680135016   
21 84 0.09135333577812475 1.000049943577012 -9.800000000000036 -8.3185185185185553e+00 -2.4182965299684795 -2.1456790123457012   
22 88 0.09102490090974845 1.000049943577012 -9.800000000000036 -8.5969924812030438e+00 -4.136917562724051 -2.183900928792595   
23 92 0.09070470121495425 1.000049943577012 -9.800000000000036 -5.6102766798419328e+00 -3.73728222996519 -2.579552715654972   
24 96 0.09038872027238647 1.000049943577012 -9.800000000000036 -7.7211469534050554e+00 -3.3135135135135365 0.428013029315946   
25 100 0.0900770501492019 1.000049943577012 -9.800000000000036 -7.7211469534050536e+00 -4.398540145985438 -3.4518771331058344   
26 104 0.08977054930167691 1.000049943577012 -9.800000000000036 -7.8505415162455225e+00 -3.0013201320132206 -2.538853503184735   
27 108 0.08947056131777605 1.000049943577012 -9.800000000000036 -8.2501845018450553e+00 -4.725373134328395 -3.884507042253545   
28 112 0.08917270171012304 1.000049943577012 -9.800000000000036 -8.5265917602996613e+00 -5.009125475285208 -2.829315960912078   
29 116 0.08887782268270811 1.000049943577012 -9.800000000000036 -7.7211469534050519e+00 -3.7860139860140216 -2.4984126984127233   
30 120 0.0885884338381969 1.000049943577012 -9.800000000000036 -4.2927536231884424e+00 -4.085714285714323 -2.3391849529780804   
